Distribution_of_claims,Census
33062,CENSUS2010POP
28933,CENSUS2010POP
37508,CENSUS2010POP
74273,CENSUS2010POP
92501,CENSUS2010POP
119224,CENSUS2010POP
384504,CENSUS2010POP
19875,CENSUS2010POP
284307,CENSUS2010POP
107456,CENSUS2010POP
28961,CENSUS2010POP
34423,CENSUS2010POP
226073,CENSUS2010POP
814180,CENSUS2010POP
2710,CENSUS2010POP
17398,CENSUS2010POP
3431,CENSUS2010POP
7070,CENSUS2010POP
31965,CENSUS2010POP
36531,CENSUS2010POP
5255,CENSUS2010POP
1912,CENSUS2010POP
10110,CENSUS2010POP
1466,CENSUS2010POP
9129,CENSUS2010POP
3691,CENSUS2010POP
13864,CENSUS2010POP
27227,CENSUS2010POP
4050,CENSUS2010POP
8216,CENSUS2010POP
19504,CENSUS2010POP
5710,CENSUS2010POP
4364,CENSUS2010POP
5301,CENSUS2010POP
3002,CENSUS2010POP
4071,CENSUS2010POP
7094,CENSUS2010POP
2364,CENSUS2010POP
7356,CENSUS2010POP
4271,CENSUS2010POP
1937,CENSUS2010POP
5903,CENSUS2010POP
3431,CENSUS2010POP
3331,CENSUS2010POP
1255,CENSUS2010POP
17022,CENSUS2010POP
7343,CENSUS2010POP
1420,CENSUS2010POP
3031,CENSUS2010POP
2071,CENSUS2010POP
1006,CENSUS2010POP
5148,CENSUS2010POP
11200,CENSUS2010POP
24097,CENSUS2010POP
44828,CENSUS2010POP
3755,CENSUS2010POP
5618,CENSUS2010POP
2459,CENSUS2010POP
4656,CENSUS2010POP
25434,CENSUS2010POP
2048,CENSUS2010POP
2389,CENSUS2010POP
169468,CENSUS2010POP
6486,CENSUS2010POP
13586,CENSUS2010POP
100948,CENSUS2010POP
2982,CENSUS2010POP
2329,CENSUS2010POP
10149,CENSUS2010POP
2355,CENSUS2010POP
6415,CENSUS2010POP
2966,CENSUS2010POP
1373,CENSUS2010POP
9612,CENSUS2010POP
5644,CENSUS2010POP
8347,CENSUS2010POP
14399,CENSUS2010POP
5438,CENSUS2010POP
22438,CENSUS2010POP
2801,CENSUS2010POP
6346105,CENSUS2010POP
75129,CENSUS2010POP
45058,CENSUS2010POP
16489,CENSUS2010POP
12876,CENSUS2010POP
123010,CENSUS2010POP
98963,CENSUS2010POP
40716,CENSUS2010POP
13801,CENSUS2010POP
28522,CENSUS2010POP
57424,CENSUS2010POP
39105,CENSUS2010POP
17131,CENSUS2010POP
32213,CENSUS2010POP
7861,CENSUS2010POP
35662,CENSUS2010POP
52796,CENSUS2010POP
14586,CENSUS2010POP
56053,CENSUS2010POP
626681,CENSUS2010POP
11757,CENSUS2010POP
18723,CENSUS2010POP
49666,CENSUS2010POP
38335,CENSUS2010POP
38413,CENSUS2010POP
17959,CENSUS2010POP
41052,CENSUS2010POP
49683,CENSUS2010POP
29485,CENSUS2010POP
22657,CENSUS2010POP
68831,CENSUS2010POP
13703,CENSUS2010POP
62544,CENSUS2010POP
336463,CENSUS2010POP
6819,CENSUS2010POP
27253,CENSUS2010POP
26026,CENSUS2010POP
56833,CENSUS2010POP
18787,CENSUS2010POP
27769,CENSUS2010POP
32330,CENSUS2010POP
24690,CENSUS2010POP
8426,CENSUS2010POP
18538,CENSUS2010POP
11638,CENSUS2010POP
51407,CENSUS2010POP
18244,CENSUS2010POP
432226,CENSUS2010POP
7832,CENSUS2010POP
27815,CENSUS2010POP
41869,CENSUS2010POP
12161,CENSUS2010POP
33361,CENSUS2010POP
48556,CENSUS2010POP
52266,CENSUS2010POP
26075,CENSUS2010POP
22248,CENSUS2010POP
98294,CENSUS2010POP
28237,CENSUS2010POP
30617,CENSUS2010POP
80956,CENSUS2010POP
11753,CENSUS2010POP
44519,CENSUS2010POP
172331,CENSUS2010POP
6362,CENSUS2010POP
21987,CENSUS2010POP
31807,CENSUS2010POP
22083,CENSUS2010POP
7915,CENSUS2010POP
5077,CENSUS2010POP
16825,CENSUS2010POP
72321,CENSUS2010POP
31809,CENSUS2010POP
54181,CENSUS2010POP
66283,CENSUS2010POP
262604,CENSUS2010POP
22228,CENSUS2010POP
14112,CENSUS2010POP
89889,CENSUS2010POP
927644,CENSUS2010POP
19166,CENSUS2010POP
13324,CENSUS2010POP
156823,CENSUS2010POP
160645,CENSUS2010POP
61081,CENSUS2010POP
7870,CENSUS2010POP
18313,CENSUS2010POP
19109,CENSUS2010POP
5548,CENSUS2010POP
39839,CENSUS2010POP
122979,CENSUS2010POP
17021,CENSUS2010POP
35021,CENSUS2010POP
25841,CENSUS2010POP
183182,CENSUS2010POP
113993,CENSUS2010POP
25145561,CENSUS2010POP
58458,CENSUS2010POP
14786,CENSUS2010POP
86771,CENSUS2010POP
23158,CENSUS2010POP
9054,CENSUS2010POP
1901,CENSUS2010POP
44911,CENSUS2010POP
28417,CENSUS2010POP
7165,CENSUS2010POP
20485,CENSUS2010POP
74171,CENSUS2010POP
3726,CENSUS2010POP
31861,CENSUS2010POP
310235,CENSUS2010POP
1714773,CENSUS2010POP
10497,CENSUS2010POP
641,CENSUS2010POP
18212,CENSUS2010POP
92565,CENSUS2010POP
313166,CENSUS2010POP
194851,CENSUS2010POP
9232,CENSUS2010POP
1637,CENSUS2010POP
7223,CENSUS2010POP
38106,CENSUS2010POP
17187,CENSUS2010POP
42750,CENSUS2010POP
38066,CENSUS2010POP
21381,CENSUS2010POP
13544,CENSUS2010POP
406220,CENSUS2010POP
12401,CENSUS2010POP
6182,CENSUS2010POP
30464,CENSUS2010POP
8062,CENSUS2010POP
35096,CENSUS2010POP
50845,CENSUS2010POP
7041,CENSUS2010POP
10752,CENSUS2010POP
3127,CENSUS2010POP
3320,CENSUS2010POP
8895,CENSUS2010POP
782341,CENSUS2010POP
3057,CENSUS2010POP
20874,CENSUS2010POP
108472,CENSUS2010POP
13974,CENSUS2010POP
4087,CENSUS2010POP
38437,CENSUS2010POP
75388,CENSUS2010POP
1505,CENSUS2010POP
4375,CENSUS2010POP
3719,CENSUS2010POP
6059,CENSUS2010POP
2398,CENSUS2010POP
6703,CENSUS2010POP
2368139,CENSUS2010POP
13833,CENSUS2010POP
19372,CENSUS2010POP
5231,CENSUS2010POP
662614,CENSUS2010POP
20097,CENSUS2010POP
2444,CENSUS2010POP
9996,CENSUS2010POP
3677,CENSUS2010POP
11782,CENSUS2010POP
18583,CENSUS2010POP
137130,CENSUS2010POP
2002,CENSUS2010POP
149610,CENSUS2010POP
800647,CENSUS2010POP
37890,CENSUS2010POP
17866,CENSUS2010POP
33915,CENSUS2010POP
24554,CENSUS2010POP
3974,CENSUS2010POP
6446,CENSUS2010POP
1336,CENSUS2010POP
585375,CENSUS2010POP
10605,CENSUS2010POP
19816,CENSUS2010POP
17217,CENSUS2010POP
17526,CENSUS2010POP
291309,CENSUS2010POP
6461,CENSUS2010POP
24837,CENSUS2010POP
1226,CENSUS2010POP
7210,CENSUS2010POP
19807,CENSUS2010POP
22535,CENSUS2010POP
120877,CENSUS2010POP
121730,CENSUS2010POP
26604,CENSUS2010POP
131533,CENSUS2010POP
36273,CENSUS2010POP
3353,CENSUS2010POP
8517,CENSUS2010POP
5613,CENSUS2010POP
4139,CENSUS2010POP
54635,CENSUS2010POP
4092459,CENSUS2010POP
65631,CENSUS2010POP
6062,CENSUS2010POP
5899,CENSUS2010POP
157107,CENSUS2010POP
3807,CENSUS2010POP
78532,CENSUS2010POP
774769,CENSUS2010POP
35089,CENSUS2010POP
22935,CENSUS2010POP
51182,CENSUS2010POP
35161,CENSUS2010POP
23732,CENSUS2010POP
35012,CENSUS2010POP
3476,CENSUS2010POP
86129,CENSUS2010POP
22150,CENSUS2010POP
1599,CENSUS2010POP
9044,CENSUS2010POP
14075,CENSUS2010POP
35710,CENSUS2010POP
2342,CENSUS2010POP
252273,CENSUS2010POP
5300,CENSUS2010POP
40838,CENSUS2010POP
150934,CENSUS2010POP
20202,CENSUS2010POP
14824,CENSUS2010POP
103350,CENSUS2010POP
33410,CENSUS2010POP
416,CENSUS2010POP
808,CENSUS2010POP
49625,CENSUS2010POP
4607,CENSUS2010POP
286,CENSUS2010POP
3598,CENSUS2010POP
32061,CENSUS2010POP
3719,CENSUS2010POP
49793,CENSUS2010POP
13977,CENSUS2010POP
19677,CENSUS2010POP
6886,CENSUS2010POP
19263,CENSUS2010POP
16612,CENSUS2010POP
16801,CENSUS2010POP
75643,CENSUS2010POP
23384,CENSUS2010POP
3302,CENSUS2010POP
11531,CENSUS2010POP
19301,CENSUS2010POP
82,CENSUS2010POP
278831,CENSUS2010POP
5915,CENSUS2010POP
8283,CENSUS2010POP
234906,CENSUS2010POP
707,CENSUS2010POP
13664,CENSUS2010POP
10546,CENSUS2010POP
4799,CENSUS2010POP
4012,CENSUS2010POP
36702,CENSUS2010POP
54258,CENSUS2010POP
46006,CENSUS2010POP
2242,CENSUS2010POP
136872,CENSUS2010POP
24757,CENSUS2010POP
4936,CENSUS2010POP
9403,CENSUS2010POP
19719,CENSUS2010POP
455746,CENSUS2010POP
21904,CENSUS2010POP
12934,CENSUS2010POP
1210,CENSUS2010POP
64524,CENSUS2010POP
47735,CENSUS2010POP
14445,CENSUS2010POP
15216,CENSUS2010POP
340223,CENSUS2010POP
10223,CENSUS2010POP
2052,CENSUS2010POP
81837,CENSUS2010POP
28111,CENSUS2010POP
23796,CENSUS2010POP
116927,CENSUS2010POP
10269,CENSUS2010POP
15507,CENSUS2010POP
45413,CENSUS2010POP
121073,CENSUS2010POP
7818,CENSUS2010POP
10914,CENSUS2010POP
120725,CENSUS2010POP
3367,CENSUS2010POP
3309,CENSUS2010POP
12860,CENSUS2010POP
13783,CENSUS2010POP
7383,CENSUS2010POP
929,CENSUS2010POP
16622,CENSUS2010POP
78337,CENSUS2010POP
10501,CENSUS2010POP
53330,CENSUS2010POP
10834,CENSUS2010POP
8865,CENSUS2010POP
26384,CENSUS2010POP
64804,CENSUS2010POP
6131,CENSUS2010POP
3461,CENSUS2010POP
16921,CENSUS2010POP
3378,CENSUS2010POP
25448,CENSUS2010POP
3034,CENSUS2010POP
209714,CENSUS2010POP
8490,CENSUS2010POP
60968,CENSUS2010POP
9630,CENSUS2010POP
1143,CENSUS2010POP
1490,CENSUS2010POP
4128,CENSUS2010POP
7854,CENSUS2010POP
1809034,CENSUS2010POP
131506,CENSUS2010POP
984,CENSUS2010POP
12651,CENSUS2010POP
1641,CENSUS2010POP
32334,CENSUS2010POP
110224,CENSUS2010POP
1024266,CENSUS2010POP
14585,CENSUS2010POP
21766,CENSUS2010POP
39309,CENSUS2010POP
3355,CENSUS2010POP
26405,CENSUS2010POP
48879,CENSUS2010POP
52579,CENSUS2010POP
86793,CENSUS2010POP
67861,CENSUS2010POP
43205,CENSUS2010POP
10658,CENSUS2010POP
33718,CENSUS2010POP
250304,CENSUS2010POP
41280,CENSUS2010POP
5410,CENSUS2010POP
131500,CENSUS2010POP
13535,CENSUS2010POP
22134,CENSUS2010POP
422679,CENSUS2010POP
42918,CENSUS2010POP
7110,CENSUS2010POP
59127,CENSUS2010POP
41964,CENSUS2010POP
7879,CENSUS2010POP
18550,CENSUS2010POP
14018,CENSUS2010POP
11677,CENSUS2010POP
2763885,CENSUS2010POP
6629,CENSUS2010POP
49975,CENSUS2010POP
112656,CENSUS2010POP
21403,CENSUS2010POP
1059,CENSUS2010POP
306479,CENSUS2010POP
18607,CENSUS2010POP
10976,CENSUS2010POP
5172,CENSUS2010POP
9225,CENSUS2010POP
46163,CENSUS2010POP
10246,CENSUS2010POP
7125,CENSUS2010POP
12503,CENSUS2010POP
9469,CENSUS2010POP
1556,CENSUS2010POP
2264,CENSUS2010POP
1029655,CENSUS2010POP
14746,CENSUS2010POP
27822,CENSUS2010POP
20802,CENSUS2010POP
36324,CENSUS2010POP
58218,CENSUS2010POP
32588,CENSUS2010POP
516564,CENSUS2010POP
23530,CENSUS2010POP
138115,CENSUS2010POP
2778,CENSUS2010POP
231236,CENSUS2010POP
625741,CENSUS2010POP
36821,CENSUS2010POP
37125,CENSUS2010POP
31227,CENSUS2010POP
156545,CENSUS2010POP
6306,CENSUS2010POP
47746,CENSUS2010POP
6970,CENSUS2010POP
24475,CENSUS2010POP
28936,CENSUS2010POP
27231,CENSUS2010POP
61642,CENSUS2010POP
59534,CENSUS2010POP
44513,CENSUS2010POP
56670,CENSUS2010POP
8001024,CENSUS2010POP
33164,CENSUS2010POP
98970,CENSUS2010POP
16250,CENSUS2010POP
12690,CENSUS2010POP
32353,CENSUS2010POP
14973,CENSUS2010POP
207627,CENSUS2010POP
73750,CENSUS2010POP
4731,CENSUS2010POP
68676,CENSUS2010POP
6824,CENSUS2010POP
33148,CENSUS2010POP
17434,CENSUS2010POP
24098,CENSUS2010POP
17146,CENSUS2010POP
54842,CENSUS2010POP
28545,CENSUS2010POP
30042,CENSUS2010POP
7256,CENSUS2010POP
12586,CENSUS2010POP
316236,CENSUS2010POP
14034,CENSUS2010POP
5190,CENSUS2010POP
46689,CENSUS2010POP
10052,CENSUS2010POP
15903,CENSUS2010POP
28001,CENSUS2010POP
11151,CENSUS2010POP
1081726,CENSUS2010POP
65203,CENSUS2010POP
15279,CENSUS2010POP
25691,CENSUS2010POP
56159,CENSUS2010POP
78305,CENSUS2010POP
17286,CENSUS2010POP
36858,CENSUS2010POP
21717,CENSUS2010POP
15533,CENSUS2010POP
18403,CENSUS2010POP
12243,CENSUS2010POP
36241,CENSUS2010POP
99863,CENSUS2010POP
306935,CENSUS2010POP
54151,CENSUS2010POP
2321,CENSUS2010POP
35270,CENSUS2010POP
67009,CENSUS2010POP
6945,CENSUS2010POP
23584,CENSUS2010POP
15935,CENSUS2010POP
11391,CENSUS2010POP
25587,CENSUS2010POP
312311,CENSUS2010POP
33153,CENSUS2010POP
12914,CENSUS2010POP
13308,CENSUS2010POP
8978,CENSUS2010POP
32727,CENSUS2010POP
10959,CENSUS2010POP
94392,CENSUS2010POP
15020,CENSUS2010POP
18429,CENSUS2010POP
12389,CENSUS2010POP
12330,CENSUS2010POP
15853,CENSUS2010POP
33481,CENSUS2010POP
24042,CENSUS2010POP
18490,CENSUS2010POP
63506,CENSUS2010POP
28046,CENSUS2010POP
23368,CENSUS2010POP
35725,CENSUS2010POP
402002,CENSUS2010POP
34872,CENSUS2010POP
7373,CENSUS2010POP
9254,CENSUS2010POP
92376,CENSUS2010POP
22307,CENSUS2010POP
76314,CENSUS2010POP
28897,CENSUS2010POP
23177,CENSUS2010POP
41993,CENSUS2010POP
32208,CENSUS2010POP
18570,CENSUS2010POP
122397,CENSUS2010POP
128961,CENSUS2010POP
7058,CENSUS2010POP
12087,CENSUS2010POP
45078,CENSUS2010POP
37575,CENSUS2010POP
54876,CENSUS2010POP
17454,CENSUS2010POP
41452,CENSUS2010POP
29235,CENSUS2010POP
65464,CENSUS2010POP
139966,CENSUS2010POP
17835,CENSUS2010POP
6650,CENSUS2010POP
43475,CENSUS2010POP
222209,CENSUS2010POP
17411,CENSUS2010POP
5961,CENSUS2010POP
43055,CENSUS2010POP
5927,CENSUS2010POP
22565,CENSUS2010POP
12332,CENSUS2010POP
8582,CENSUS2010POP
24286,CENSUS2010POP
7042,CENSUS2010POP
137436,CENSUS2010POP
48914,CENSUS2010POP
22591,CENSUS2010POP
7042,CENSUS2010POP
75568,CENSUS2010POP
37821,CENSUS2010POP
14273,CENSUS2010POP
13821,CENSUS2010POP
180719,CENSUS2010POP
242803,CENSUS2010POP
3958,CENSUS2010POP
32420,CENSUS2010POP
12150,CENSUS2010POP
95535,CENSUS2010POP
16408,CENSUS2010POP
204214,CENSUS2010POP
97032,CENSUS2010POP
24802,CENSUS2010POP
23746,CENSUS2010POP
84585,CENSUS2010POP
437994,CENSUS2010POP
21006,CENSUS2010POP
14068,CENSUS2010POP
26203,CENSUS2010POP
6724540,CENSUS2010POP
18728,CENSUS2010POP
21623,CENSUS2010POP
175177,CENSUS2010POP
72453,CENSUS2010POP
71404,CENSUS2010POP
425363,CENSUS2010POP
4078,CENSUS2010POP
102410,CENSUS2010POP
38431,CENSUS2010POP
7551,CENSUS2010POP
78163,CENSUS2010POP
2266,CENSUS2010POP
89120,CENSUS2010POP
72797,CENSUS2010POP
78506,CENSUS2010POP
29872,CENSUS2010POP
1931249,CENSUS2010POP
251133,CENSUS2010POP
40915,CENSUS2010POP
20318,CENSUS2010POP
75455,CENSUS2010POP
10570,CENSUS2010POP
60699,CENSUS2010POP
41120,CENSUS2010POP
20920,CENSUS2010POP
13001,CENSUS2010POP
795225,CENSUS2010POP
15769,CENSUS2010POP
116901,CENSUS2010POP
11066,CENSUS2010POP
713335,CENSUS2010POP
471221,CENSUS2010POP
43531,CENSUS2010POP
252264,CENSUS2010POP
3978,CENSUS2010POP
58781,CENSUS2010POP
201140,CENSUS2010POP
44776,CENSUS2010POP
243231,CENSUS2010POP
1852994,CENSUS2010POP
16589,CENSUS2010POP
104169,CENSUS2010POP
24629,CENSUS2010POP
14523,CENSUS2010POP
24069,CENSUS2010POP
96319,CENSUS2010POP
7627,CENSUS2010POP
9386,CENSUS2010POP
8202,CENSUS2010POP
46039,CENSUS2010POP
8693,CENSUS2010POP
11937,CENSUS2010POP
35480,CENSUS2010POP
23964,CENSUS2010POP
30676,CENSUS2010POP
14025,CENSUS2010POP
69099,CENSUS2010POP
29211,CENSUS2010POP
53498,CENSUS2010POP
193063,CENSUS2010POP
16372,CENSUS2010POP
21720,CENSUS2010POP
36743,CENSUS2010POP
22113,CENSUS2010POP
56418,CENSUS2010POP
33107,CENSUS2010POP
27324,CENSUS2010POP
62264,CENSUS2010POP
28212,CENSUS2010POP
26839,CENSUS2010POP
96189,CENSUS2010POP
13502,CENSUS2010POP
17541,CENSUS2010POP
26233,CENSUS2010POP
44443,CENSUS2010POP
7695,CENSUS2010POP
7605,CENSUS2010POP
8719,CENSUS2010POP
33520,CENSUS2010POP
55486,CENSUS2010POP
78859,CENSUS2010POP
29405,CENSUS2010POP
10449,CENSUS2010POP
14926,CENSUS2010POP
13927,CENSUS2010POP
16895,CENSUS2010POP
7141,CENSUS2010POP
9208,CENSUS2010POP
24254,CENSUS2010POP
42481,CENSUS2010POP
9154,CENSUS2010POP
16583,CENSUS2010POP
5717,CENSUS2010POP
86956,CENSUS2010POP
23796,CENSUS2010POP
5686986,CENSUS2010POP
20875,CENSUS2010POP
16157,CENSUS2010POP
45870,CENSUS2010POP
15014,CENSUS2010POP
248007,CENSUS2010POP
13587,CENSUS2010POP
15457,CENSUS2010POP
48971,CENSUS2010POP
62415,CENSUS2010POP
34690,CENSUS2010POP
56833,CENSUS2010POP
16644,CENSUS2010POP
488073,CENSUS2010POP
88759,CENSUS2010POP
27785,CENSUS2010POP
44159,CENSUS2010POP
43857,CENSUS2010POP
98736,CENSUS2010POP
4423,CENSUS2010POP
101633,CENSUS2010POP
9304,CENSUS2010POP
51208,CENSUS2010POP
36842,CENSUS2010POP
19051,CENSUS2010POP
23687,CENSUS2010POP
5916,CENSUS2010POP
20449,CENSUS2010POP
83686,CENSUS2010POP
26664,CENSUS2010POP
166426,CENSUS2010POP
20574,CENSUS2010POP
114638,CENSUS2010POP
16836,CENSUS2010POP
19977,CENSUS2010POP
28743,CENSUS2010POP
81442,CENSUS2010POP
134063,CENSUS2010POP
41749,CENSUS2010POP
15404,CENSUS2010POP
4232,CENSUS2010POP
947735,CENSUS2010POP
44673,CENSUS2010POP
37660,CENSUS2010POP
35998,CENSUS2010POP
176695,CENSUS2010POP
86395,CENSUS2010POP
7469,CENSUS2010POP
41019,CENSUS2010POP
44205,CENSUS2010POP
70019,CENSUS2010POP
14159,CENSUS2010POP
195408,CENSUS2010POP
18021,CENSUS2010POP
160331,CENSUS2010POP
14755,CENSUS2010POP
84345,CENSUS2010POP
61976,CENSUS2010POP
16557,CENSUS2010POP
41949,CENSUS2010POP
115507,CENSUS2010POP
20689,CENSUS2010POP
28816,CENSUS2010POP
29773,CENSUS2010POP
21430,CENSUS2010POP
102228,CENSUS2010POP
15911,CENSUS2010POP
131887,CENSUS2010POP
389891,CENSUS2010POP
52410,CENSUS2010POP
24496,CENSUS2010POP
166994,CENSUS2010POP
74749,CENSUS2010POP
563626,CENSUS2010POP
36299,CENSUS2010POP
11668,CENSUS2010POP
46133,CENSUS2010POP
15885,CENSUS2010POP
13833,CENSUS2010POP
7083,CENSUS2010POP
40123,CENSUS2010POP
13249,CENSUS2010POP
4812,CENSUS2010POP
8569,CENSUS2010POP
91738,CENSUS2010POP
18106,CENSUS2010POP
75450,CENSUS2010POP
2484,CENSUS2010POP
28205,CENSUS2010POP
8667,CENSUS2010POP
29116,CENSUS2010POP
10247,CENSUS2010POP
43806,CENSUS2010POP
21294,CENSUS2010POP
21118,CENSUS2010POP
8533,CENSUS2010POP
7208,CENSUS2010POP
